score,title,teacher,url,overview_outline,overview_goal,overview_en,teaching_plan,idx
0.3645,COT100XE（計算基盤 / Computing technologies 100）プログラミング言語Ｃ（情報）／Programming Language C,尾川　浩一（Ogawa KOICHI）,https://syllabus.hosei.ac.jp/web/preview.php?no_id=2513848&nendo=2025&gakubueng=AP&t_mode=pc&radd=,社会の様々なシステムはコンピュータのプログラムで構成され、様々なプログラムを作ることで、所定の処理をコンピュータに行わせることが可能になる。この講義では与えられた問題を論理的な構造の中で捉え、アルゴリズム化を行いプログラミング言語Cによって表現し、解決できるような素養を身につける。,プログラミングスキルの基礎を築くには，変数，配列，構文，関数などの基本の理解に加え，数々の実践が不可欠である．プログラミング言語 C の講義で学んだことを，パソコンを用いて具体的にコーディング（コードを作成）し，実行できるようにするのが目標である．,"【Outline (in English)】 【Course outline】 Various systems in society are composed of computer programs, and we can make computers perform predetermined processing by creating various programs. In this lecture, you will acquire the skills to solve a given　problem with a programming language C. 【Learning Objectives】 The goal of this course is to get a skill to write a program with C language. 【Learning activities outside of classroom】 Students will be expected to have completed the required assignments after each class meeting. Your study time will be more than four hours for a class. 【Grading Criteria /Policy】 Final grade will be calculated according to the following process: short reports (20%), term end examination (80%).
【Default language used in class】 日本語 / Japanese",導入 / 変数と配列 / 演算子 / 文字と文字列 / アルゴリズム / 制御（選択） / 制御（繰り返し） / システム標準関数（入出力関数） / システム標準関数（その他の関数） / 関数 / ポインタ / ポインタと関数 / 構造体と共用体 / 再帰,71
0.3527,COT300XE（計算基盤 / Computing technologies 300）情報工学実験3／Experiments in information engineering III,彌冨　仁、尾川　浩一、金井　敦、品川　満、平原　誠、三橋　秀生、李　磊、周　金佳、和佐　州洋、山岸　昌夫,https://syllabus.hosei.ac.jp/web/preview.php?no_id=2513814&nendo=2025&gakubueng=AP&t_mode=pc&radd=,情報工学実験Ⅰおよび情報工学実験Ⅱを基礎として、各分野のさらに進んだ知識を実験IIIを通して確かめ確実なものとする。,各研究室毎に定められた実験テーマを通じて実験Ｉ，ＩＩの理解を深める。 Understand Experiments I and II by studying the experimental themes set for each seminar.,"【Outline (in English)】 Based on Applied Information Engineering Experiment I and II, we will learn further advanced knowledge and skill of each field. This course is offered for each laboratory. 【Goal】 Understand Experiments I and II by studying the experimental themes set for each seminar. 【Learning activities outside of classroom）】 The standard time to spend preparing and reviewing this lesson is 4 hours. 【Grading Criteria /Policy】 Each instructor evaluates the grades based on the product, report, and attitude. Pass if 60% or more of the target set for each seminar.
【Default language used in class】 日本語 / Japanese",ゼミごとに設定 / ゼミごとに設定 / ゼミごとに設定 / ゼミごとに設定 / ゼミごとに設定 / ゼミごとに設定 / ゼミごとに設定 / ゼミごとに設定 / ゼミごとに設定 / ゼミごとに設定 / ゼミごとに設定 / ゼミごとに設定 / ゼミごとに設定 / ゼミごとに設定,37
0.3448,COT200XE（計算基盤 / Computing technologies 200）情報工学実験1／Experiments in Information Engineering I,尾川　浩一、平原　誠、金井　敦、和佐　州洋、品川　満、彌冨　仁,https://syllabus.hosei.ac.jp/web/preview.php?no_id=2513885&nendo=2025&gakubueng=AP&t_mode=pc&radd=,応用情報工学を習得する上で基礎となる実験を通じ、講義で学んだ知識を確認し、それに関連する高度な課題への動機付けを行うことである。各実験テーマは、扱った現象の背後にある法則性を発見する「発見の驚き」と、その法則性を工学的課題に適用する「創造の歓び」の2つのパートで構成されている。,発見と創造のプロセスを体験しその面白さを体感する。真理を追究するために自ら考える態度を身につけ、創造性にかかわる価値判断のスキルを高める。 自分が明らかにし、また工夫したことを文書化し、適切に報告する能力を身に着ける。,"【Outline (in English)】 【outline and objectives】 The aim of this course is, through working on basic experiments by students themselves, to confirm the knowledge acquired in lecture courses and to motivate advanced subjects related to them. Each experiment theme is composed of two parts, one for discovery experience, in which the students are to discover laws behind the treated phenomenon and the other for creativity experience, in which the students are to manage to apply the laws in engineering tasks. 【method】 There will be a total of 12 experiments (6 themes x 2) as listed in the class plan.　In each experiment, a report and an examination on the experiment will be given. Students are required to participate in all the experiments and pass the examinations for all the topics to obtain credits. Instructions on how to submit reports and give feedback will be given separately for each experiment in the learning support system or in class. 【goal】 To experience the process of discovery and creation and feel the fun of it. To develop an attitude of thinking for oneself in pursuit of the truth, and to enhance the skills of value judgment related to creativity. Acquire the ability to document and appropriately summarize what they have clarified and devised. 【learning outside the classroom】 Students are required to write a report for each experiment and to study sufficiently to pass the examination. Download the instruction materials for each theme from the class support system, and read and understand it well in advance. Review the related courses for each theme as shown below. Theme A (Prof Ogawa) Programming Language C Theme D (Prof Kanai) Introduction to Network, Internet Protocol, Introduction to Security Theme E (Prof Shinagawa) Basic electric circuits Theme F (Prof Wasa) Data structures and algorithms, Programming Language C++ 【grading criteria】 Performing all experiments, submitting reports, and passing examinations on all topics on time are prerequisites for receiving credits. These will be evaluated on a comprehensive basis.
【Default language used in class】 日本語 / Japanese",携帯電話撮影画像の加工 / 画像処理技術の応用 / 機械学習体験（I) / 機械学習体験（II) / 奥行き知覚の手がかり / ステレオグラム / HTTPとDNS通信のパケットキャプチャ / メールの盗聴と暗号化通信 / 平行平板の等価回路と共振現象 / 人体通信の伝送特性 / アルゴリズムの力 / 計算幾何－曲線の再構成 / テーマごとのガイダンスと一般的注意 / 各実験テーマに対する試問（A1～F2まで各実験で実施）,108
0.342,COT200XE（計算基盤 / Computing technologies 200）アセンブリ言語演習／Exercises in assembly language,和田　幸一（Koichi WADA）,https://syllabus.hosei.ac.jp/web/preview.php?no_id=2513796&nendo=2025&gakubueng=AP&t_mode=pc&radd=,「アセンブリ言語」の講義で学習したデータ構造とプログラミング技法を用いてプログラムを作成し，計算機アーキテクチャ，OS，アセンブラ，応用プログラムの役割の理解を確実なものにすると共に，高度なアセンブリ言語プログラムを作成する能力を養う．,「アセンブリ言語」の講義で学習したデータ構造とプログラミング技法を用いてプログラムが実際に作成できる．計算機アーキテクチャ，OS，アセンブラ，応用プラグラムの役割を説明できる．また，アセンブリ言語の高度なプログラムを作成できる．,"【Outline (in English)】 【outline and objectives】 In this exercise, students solve the problems to understand the contents in every lecture of 'Assembly Languages,' and also obtain the ability to write highly advanced assembly programs. 【goal】 To be able to actually create programs using the data structures and programming techniques learned in the ""Assembly Language"" lecture. Explain the roles of computer architecture, operating system, assembler, and application programs. The student should be able to write high-level assembly language programs. 【learning outside the classroom】 4 hours per week. 【grading criteria】 reports and assignment 100%.
【Default language used in class】 日本語 / Japanese",オリエンテーション，仮想計算機とそのアセンブリ言語 / 配列 / 配列を利用したデータ構造 / スタック / サブルーチン / サブルーチンの応用 / アルゴリズムの計算時間の比較 / これまでの復習 / ビット演算 / 浮動小数点表現 / 有理数演算 / ポインタと連結リスト / アセンブラの機能 / 第9回～第13回までの復習,19
0.3325,COT200XE（計算基盤 / Computing technologies 200）ネットワークプログラミング／Network programming,下村　道夫（Michio SHIMOMURA）,https://syllabus.hosei.ac.jp/web/preview.php?no_id=2513808&nendo=2025&gakubueng=AP&t_mode=pc&radd=,ほぼすべてのアプリケーションはインターネットによる通信機能が漏れなく実装されている。サービスやアプリケーションに関する、研究・ＳＥ・開発といった職種で活躍することを目指す学生にとって、通信の仕組みと実装の基礎を理解しておくことは極めて重要である。 本講義では、インターネットでの通信機能の基礎知識とそれに関するプログラミング実装方法を講義と実習を通じて学ぶ。利用する言語はＣ言語である。,本講義では、コンピュータ通信の仕組みを理解して基礎的なネットワークプロトコルの理解とそのプログラミングができるようになることを到達目標とする。,"【Outline (in English)】 The aim of this course is to help students acquire the basic knowledge of communication functions on the Internet and how to implement programming related to it through lectures and practical training. The programming language used in this lecture is C. The goal of this lecture is to understand the mechanism of computer communication, basic Internet protocols like TCP and UDP and their programming using programing language C. Before/after each class meeting, students will be expected to spend four hours to understand the course content. Your overall grade in the class will be decided based on the following three times repots. 1st report: 20%、2nd report: 30% and 3rd report : 50%
【Default language used in class】 日本語 / Japanese",イントロダクション / 実習準備１ / 実習準備２ / 実習準備３ / IPアドレスの10進2進変換 / インターネット基礎、実習準備４ / ソケット通信の基礎 / ソケット通信の基礎 / HTTPクライアント / UDP通信の実装 / チャット（クライアント側） / チャット（サーバ側） / マルチプロセス / レポート課題実装,31
0.3271,COT200XE（計算基盤 / Computing technologies 200）計算の原理／Principle of computation,西田　誠幸（Seikoh NISHITA）,https://syllabus.hosei.ac.jp/web/preview.php?no_id=2513876&nendo=2025&gakubueng=AP&t_mode=pc&radd=,バグやセキュリティホールのない安全なソフトウェアを設計する手法として近年重要度を増しているフォーマルメソッド（形式手法・数理的技法）について学び、その基本的な考え方を修得します。,次の到達目標を掲げます。 1．安全なソフトウェアの設計に数理論理学が必須のツールであることを理解する 2. 証明支援ツールを用いて、プログラムの正しさに関する簡単な証明を遂行できる,"【Outline (in English)】 Course outline: this course focuses on formal methods and mathematical methods, which have become increasingly important as a method of designing secure software without bugs and security holes. Learning Objectives: the goal of this course are (1) to understand that mathematical logic is an essential tool in the design of secure software, and (2) to be able to perform simple proofs of program correctness using proof support tools. Learning activities outside of classroom: The standard amount of study outside of class time for preparation and review for each lecture is 4 hours. Students are expected to read through the textbook and video materials in advance and to work on homework assignments. This course will be offered as an intensive course. The textbook and video materials will be available one month prior to the start of the lecture. Grading Criteria / Policy: Your overall grade in the class will be decided based on the following; Homework in each class: 50%, term-end report : 50%.
【Default language used in class】 日本語 / Japanese",代数的データ型 / 簡約による等価性の証明 / Coq と形式的証明 / 帰納法による証明 / リスト型・直積型・オプション型 / 多相性と高階関数 / Coq におけるタクティック / 論理と形式的証明 / 帰納的に定義される命題 / マップ型 / 命令型プログラムにおける証明 / ホーア論理 / セキュアコーディング演習 / 講義と演習の振り返り,99
0.3241,COT200XE（計算基盤 / Computing technologies 200）関数型プログラミング／Functional programming,藤田　憲悦（Kenetsu FUJITA）,https://syllabus.hosei.ac.jp/web/preview.php?no_id=2513875&nendo=2025&gakubueng=AP&t_mode=pc&radd=,ソフトウエア開発において重要な位置にある関数型言語の基本的な機能を学び関数型プログラミングのテクニックと基礎理論を習得する。また関数型言語の特徴を理解し効果的な利用方法を学ぶ。関数型プログラミングの実践経験を通じて問題を論理的に捉え、設計の透過性を高めるスキルを涵養する。,つぎの項目の習得をゴールとする。 (1) 関数型言語における標準的なプログラム記述方法 (2) 再帰的関数と帰納法の利用方法 (3) 高階関数の記述と利用方法 (4) 多相型関数の記述と利用方法 (5) 再帰的データ構造とストリーム（無限リスト）の記述と利用方法 (6) 型検査と型推論の方法 (7) ラムダ記法・ベータ変換と活用とカリー・ハワード同型,"【Outline (in English)】 The aim of this course is to help students learn basic features of functional programming languages and acquire techniques in functional programming. Moreover, students learn the advantage of functional programming and become capable of utilizing it appropriately as well. The goals of this course are to learn (1) standard method of program description in functional programming languages, (2) the concept of recursive functions and induction, (3) higher order functions, polymorphic functions, inductive types, (4) the principle of type checking and type inference, and (5) lambda-calculus with beta-reduction and the Curry-Howard isomorphism. Students will be expected to have the relevant chapters from the text. Your study time will be more than four hours for a class. Grading will be decided based on reports (50%) and/or term-end examination (50%) depending on the methods of teaching.
【Default language used in class】 日本語 / Japanese",プログラミング言語いろいろ / 関数型言語の概要と基本文法 / 再帰的関数とパターンマッチ / 高階関数 / 多相型関数と型推論 / 再帰的データ構造 / 高度な話題 / 命題論理の意味論 / 命題論理の証明論 / 自然演繹の形式的体系NKの健全性と完全性 / ラムダ計算 / 型付きラムダ計算 / カリー・ハワード同型対応 / 総まとめと課題,98
0.3218,COT300XE（計算基盤 / Computing technologies 300）組込モデリング／Modeling for embedded system,若林　哲（Satoshi WAKABAYASHI）,https://syllabus.hosei.ac.jp/web/preview.php?no_id=2513823&nendo=2025&gakubueng=AP&t_mode=pc&radd=,組込モデリングの基礎を実例から学び、実際に組込アプリケーションを作成する技術を習得する。,組込モデリングの基本を習得し、実際にRaspberry Piのシステムを用いて組込機器のデザインができるようにする。,"【Outline (in English)】 Learn the basics of embedded modeling from actual examples and learn techniques to actually create embedded applications. Attendance is mandatory. Exercises and reporting will take place outside of class hours. Final grade will be determined by reports (60%) and presentations (40%). Special Courses in the Department of Applied Information Engineering.
【Default language used in class】 日本語 / Japanese",プログラミング言語Pythonの基礎 / プログラミング言語Pythonを使いこなす / プログラミング言語Pythonとは / Pythonで信号機を作る / Raspberry Piを動かす / ScratchでRaspberry Piを動かす / ユビキタスとIoT① / ユビキタスとIoT② / I2CでLCDを表示 / DCモーターを廻す / ADコンバータ / WebIOPiでRaspberry Piで制御する（１） / WebIOPiでRaspberry Piで制御する（２） / プレゼンテーション,46
0.3212,COT200XE（計算基盤 / Computing technologies 200）アセンブリ言語／Assembly language,和田　幸一（Koichi WADA）,https://syllabus.hosei.ac.jp/web/preview.php?no_id=2513795&nendo=2025&gakubueng=AP&t_mode=pc&radd=,「計算機アーキテクチャ」よりさら進んだアーキテクチャ項目を学習し，データ構造とそれを用いた高度なアセンブリ言語プログラミングの技法を学ぶ．また，言語処理プログラムであるアセンブラでの言語変換過程を理解する．,計算機アーキテクチャよりもさらに進んだアーキテクチャの各項目について説明ができる．高度なアセンブリ言語プログラミングの技法を使いこなせるようになり，アセンブラでの言語変換過程を説明できる．,"【Outline (in English)】 【outline and objectives】 This lecture is an advanced course of 'Computer Architecture' and the data structures and their programming techniques for highly advanced assembly language are studied. Also the structure and the behavior of assemblers are studied. 【goal】 Explain each item of architecture that is more advanced than computer architecture.Be able to use advanced assembly language programming techniques and explain the language conversion process in assembler. 【learning outside the classroom】 4 hours per week. 【grading criteria】 assignments and reports: 40% Exam: 60%
【Default language used in class】 日本語 / Japanese",オリエンテーション，仮想計算機とアセンブリ言語 / 配列とその支援機構 / 配列を利用したデータ構造とアルゴリズム / スタック / サブルーチンの基本 / サブルーチンの引数と結果の授受 / アルゴリズムと計算時間 / 内容理解確認 / ビット演算 / 浮動小数点表現 / 分数演算 / ポインタと連結リスト / アセンブラ / 内容理解確認,18
0.321,COT300XE（計算基盤 / Computing technologies 300）ハードウェアアルゴリズム／Hardware algorithms,和田　幸一、藤本　典幸,https://syllabus.hosei.ac.jp/web/preview.php?no_id=2513845&nendo=2025&gakubueng=AP&t_mode=pc&radd=,ハードウエアを利用した問題解決のためのアルゴリズムについて学習する． （1）並列計算理論の基礎とし，組合せ回路，順序回路，並列計算機の理論モデルとその上のアルゴリズムについて学ぶ． （2）数千のプロセッサコアを持つ多コアプロセッサであるGPUを用いた汎用計算について学び，そのプログラミング演習も行う．,(1) 組合せ回路と順序回路の設計法を理解できる．ソーティングに対するハードウエアアルゴリズムを具体的に説明できる．並列計算機のモデルであるPRAMとその上の並列アルゴリズムを説明できる． (2) プロセッサのマルチコア化・メニイコア化の理由を説明できる．GPUを用いた汎用計算を説明できる．CUDA C/C++による並列プログラムを理解できる．,"【Outline (in English)】 In this lecture, hardware algorithms to solve several useful problems are studied. (1) As a basis of parallel computation theory, theoretical models of circuits and parallel computers and their algorithms are studied. (2) We study general computation by using GPUs which are many core processors with thousands of processor cores and its programming exercises are given.
【Default language used in class】 日本語 / Japanese",組合せ回路と順序回路１ / 組合せ回路と順序回路２ / ソーティングネットワーク1 / ソーティングネットワーク2 / 並列計算機モデルPRAM１ / 並列計算機モデルPRAM2 / マルチコアプロセッサ / 並列計算機と並列プログラミング / GPUコンピューティング / CUDAプログラミング演習1 / CUDAプログラミング演習2 / CUDAプログラミング演習3 / CUDAプログラミング演習4 / CUDAプログラミング演習5,68
0.3097,COT300XE（計算基盤 / Computing technologies 300）情報工学ゼミナール／Seminar on information engineering,彌冨　仁、尾川　浩一、金井　敦、呉　謙、品川　満、平原　誠、三橋　秀生、李　磊、周　金佳、和佐　州洋、山岸　昌夫,https://syllabus.hosei.ac.jp/web/preview.php?no_id=2513815&nendo=2025&gakubueng=AP&t_mode=pc&radd=,次年度の卒業論文執筆の準備として、指導教員の専門分野における基礎知識を習得することを目標とする。,各実験室ごとに定められた課題を通じて専門分野の基礎知識を習得する。 Acquire basic knowledge of specialized fields through the tasks set for each seminar.,"【Outline (in English)】 As a preparatory stage for writing a graduation thesis in the next year, the goal of this course is to master basic knowledge in the specialized field of the supervisor. 【Goal】 Acquire basic knowledge of specialized fields through the tasks set for each seminar. 【Learning activities outside of classroom）】 The standard time to spend preparing and reviewing this lesson is 4 hours. 【Grading Criteria /Policy】 Each instructor evaluates the grades based on the product, report, and attitude. Pass if 60% or more of the target set for each seminar.
【Default language used in class】 日本語 / Japanese",講読文献・資料の選定 / 導入セミナー / 導入セミナー / 文献・資料の輪講指導 / 文献・資料の輪講指導 / 文献・資料の輪講指導 / 文献・資料の輪講指導 / 文献・資料の輪講指導 / 文献・資料の輪講指導 / 発表演習 / 発表演習 / 応用演習課題 / 応用演習課題 / 応用演習課題,38
0.3092,COT200XE（計算基盤 / Computing technologies 200）情報理論／Information theory,尾川　浩一（Ogawa KOICHI）,https://syllabus.hosei.ac.jp/web/preview.php?no_id=2513793&nendo=2025&gakubueng=AP&t_mode=pc&radd=,情報化社会の中で情報の伝送、蓄積などのための技術は年々高度化している。このような技術の背景には情報理論という数学的素養が必要となる。本授業では、このような情報という概念を数学的に体系化して取り扱うための基礎を学ぶ。,この講義では、まず定量的に情報を記述する方法を理解し、確率過程と情報量の関係やエントロピーの基礎概念を学ぶ。同時に、これらの情報を伝達する通信路に関して通信速度、通信路容量、符号化法などの理解を深める。これらを通して、情報の定量化に対する概念が理解でき、エントロピー、通信路容量、符号化の原理の基礎が習得できることを到達目標としている。,"【Outline (in English)】 【Course outline】 In the information society, technologies for transmitting and storing information are becoming more sophisticated year by year. In the background of such technology, a mathematical background called information theory is required. In this class, you will learn the basics of mathematically systematizing and handling the concept of information. 【Learning Objectives】 The goal of this course is to understand the mathematical background of information theory. 【Learning activities outside of classroom】 Students will be expected to have completed the required assignments after each class meeting. Your study time will be more than four hours for a class. 【Grading Criteria /Policy】 Final grade will be calculated according to the following process: short tests (20%), term end examination (80%).
【Default language used in class】 日本語 / Japanese",情報理論の背景 / 情報量１ / 情報量２ / マルコフ情報源１ / マルコフ情報源２ / マルコフ情報源３ / 情報源の符号化１ / 情報源の符号化２ / 情報源の符号化３ / 通信路１ / 通信路２ / 通信路３ / 通信路の符号化１ / 通信路の符号化２,16
0.3032,COT200XE（計算基盤 / Computing technologies 200）形式言語とオートマトン／Formal language theory and automata,和佐　州洋（Kunihiro WASA）,https://syllabus.hosei.ac.jp/web/preview.php?no_id=2513794&nendo=2025&gakubueng=AP&t_mode=pc&radd=,現実にある計算機は様々な機能を持つが，本質的な計算能力は変わらない．本講義では，オートマトンと呼ばれる抽象化した計算機に着目することで，計算の背後にある理論を理解することを目的とする．さらに，プログラミング言語などのように数学的に定義できる文字列の集合（形式言語）が，オートマトンとどのようなかかわりを持つか学ぶ．,形式言語とオートマトンに関連したいくつかの概念について，その定義や意味を説明できることを目標とする．具体的には， - 正規表現と有限オートマトンの関係 - 文脈自由言語とプッシュダウンオートマトンの関係 - 反復補題やMyhill-Nerode の定理 上記についての定義，および，定理の証明の概要を説明できることを目標とする．,"【Outline (in English)】 The aim of this course is to help students to understand the basic ideas of the theory of computation. In particular, this course focuses on formal languages and automata. The goal of this course is as follows: (1) Students can explain the definitions of finite automata and regular language. In addition, students can also explain the relationship between them. (2) Students can explain the definitions of pushdown automata and context-free language and their relation. (3) Students can explain the meaning and the proof sketch of pumping lemmata and the Myhill-Nerode theorem. Before/after each class meeting, students will be expected to spend four hours to understand the course content. Your overall grade in the class will be decided based on the following Term-end report: 60%、Mid-term examination: 40%.
【Default language used in class】 日本語 / Japanese",導入 / 決定性有限オートマトンと正規言語 / 非決定性有限オートマトン / 正規表現 / 正規言語に対する反復補題 / Myhill-Nerodeの定理 / 中間試験 / 文脈自由文法とプッシュダウンオートマトン / 文脈自由文法に対する反復補題 / 決定的文脈自由言語 (1) / 決定的文脈自由言語 (2) / チューリングマシン / 講義のまとめ / 試験,17
0.2992,COT300XE（計算基盤 / Computing technologies 300）自然言語処理／Natural language processing,壹岐　太一（Taichi IKI）,https://syllabus.hosei.ac.jp/web/preview.php?no_id=2513825&nendo=2025&gakubueng=AP&t_mode=pc&radd=,人間が日常的に使っている言葉（自然言語）をコンピュータで処理する自然言語処理は、人工知能の中心的課題の一つとして長年取り組まれています。近年では深層学習が自然言語処理でも適用され、これまでの技術的な課題を解決すると共に実応用も広がっています。本授業では、自然言語処理の基本的な考え方や手法を習得するとともに、深層学習を含めた最新の技術、問題点、応用例について学習します。,自然言語処理を自らの活動に応用できるようになることを到達目標とします。そのために、講義では自然言語処理や深層学習の基盤となる技術を理解します。また、演習では理解した技術を実際に問題に適用する経験を積みます。,"【Outline (in English)】 **Course Description** This course addresses how natural language is handled by computers. Topics include tokenization, fundamentals of machine learning, neural networks, applied tasks in natural language, and large language models. **Learning Objectives** In this course, students will learn basic concepts and state-of-the-art techniques of natural language processing and how to apply them to problems. **Learning activities outside of class** Standard time of activities is at least 4 hours per class, including preparation and programming exercises after each class. **Grading Criteria and Policies** Grades for this course will be determined based on the following items: Final report: 50%, programming exercises: 40%, normal scores: 10% The final report will evaluate the students' ability to apply the techniques learned in class to problems. Programming exercises will evaluate the students' understanding of concepts and techniques related to each topic. Normal scores evaluate the students' active participation in class, including questions. Students who achieve at least 60% of the learning objectives under this grading method are considered to have passed the course.
【Default language used in class】 日本語 / Japanese",自然言語処理の概要 / テキストの分割 / 自然言語処理のための機械学習の基礎 / ニューラルネットワーク / 言語資源の収集と作成 / 単語のベクトル表現 / 系列を扱うニューラルネットワーク(1) — 基礎 / 系列を扱うニューラルネットワーク(2) — 応用タスク / テキスト解析 / 大規模言語モデル(1) — 基礎 / 大規模言語モデル(2) — チューニング / 大規模言語モデル(3) — テキスト検索との組み合わせ / 大規模言語モデル(4) — マルチモーダル化・エージェント化 / 自然言語処理の今後の課題,48
0.2991,COT200XE（計算基盤 / Computing technologies 200）計算量の理論／Computational complexity,戸田　貴久（Takahisa TODA）,https://syllabus.hosei.ac.jp/web/preview.php?no_id=2513806&nendo=2025&gakubueng=AP&t_mode=pc&radd=,地図上の2地点を結ぶ最短ルートを求める問題と、与えられた整数を素因数分解する問題を比較した場合、コンピュータにとってどちらが難しいだろうか？あるいは、これらの問題と将棋の最善手を発見する問題を比較するとどうだろう？実際にプログラムを作ってみて問題を解くために必要な時間を比較すればいい？しかし、地図も整数も将棋の局面も無数にあるし、解くプログラムだって無限に存在する。この講義では、それらを一般的に議論するための計算量の理論と，その基礎となる計算可能性の理論を学ぶ．,１．計算の一般的な概念を理解し、問題の難しさを定量化する方法を習得する。 ２．代表的な計算量クラスと多項式時間還元性の概念を理解する。 ３．計算可能性の概念を理解する。,"【Outline (in English)】 In this course, we will study the theory of computational complexity. The theory of computational complexity provides a formal framework to analyze the difficulty of solving computational problems. The course introduces fundamental notions regarding computation such as complexity classes, polynomial-time reductions, and computability. The goals of this course is to understand these notions and to acquire methods of analyzing the difficulty of solving computational problems within the framework. Grading will be decided based on report assignments and term-end examination.
【Default language used in class】 日本語 / Japanese",イントロダクション / 計算の基本要素 / 計算時間の計り方 / 計算量の具体例 / クラスPとNP / 時間量クラス間の関係 / 多項式時間還元可能性 / 多項式時間還元可能性にもとづく完全性 / 総合演習 / 計算不可能性の証明と対角線論法 / 枚挙可能集合 / クラスRECとクラスRE / 算術階層 / 総合演習,29
0.2988,PHY200XE（物理学 / Physics 200）物理学応用（情報）／Applied Physics,原　仁（Hitoshi HARA）,https://syllabus.hosei.ac.jp/web/preview.php?no_id=2513853&nendo=2025&gakubueng=AP&t_mode=pc&radd=,"物理学は、自然科学の中で最も基礎的な学問分野の1つと位置づけられています。 物理学の基礎から考え方および手法を学び、物事を定性的に捉える考察力と定量的に捉える理解力を高めます。 物理学がどのように社会生活に応用されているか情報と関連づけながら授業を進めます。 Physics is positioned as one of the most fundamental disciplines in the natural sciences. Learn concepts and methods from the fundamentals of physics, raise discretion to qualitatively capture things, and enhance understanding ability to quantitatively grasp. Advance classes while associating physics with social life how it is applied to social life.","物理量と基本法則の理解力を養い、身近な生活空間にある自然現象や実際の応用として使われている物理学の基礎を学習します。 Learn the fundamentals of physical phenomena that are used as natural phenomena and practical applications in familiar living space, cultivating understanding of physical quantity and basic law.","【Outline (in English)】 Physics is positioned as one of the most fundamental disciplines in the natural sciences. Learn concepts and methods from the fundamentals of physics, raise discretion to qualitatively capture things, and enhance understanding ability to quantitatively grasp. Advance classes while associating physics with social life how it is applied to social life.
【Default language used in class】 日本語 / Japanese",概論Introduction / 運動の概念The concept of movement / 空間における運動Capturing movement in two dimensions / 力と運動Force and Eexercise / ニュートンの法則Newton's second law / 仕事とエネルギーWork and Energy / 力積と運動量Impulse and Momentum / 動力学Dynamics / 剛体の運動／流体Rigid body movement / Fluid / 振動／波Vibration / Wave / 音・光の特性Wave / Sound characteristics / アクティブラーニングActive learning / 総括Summary / 期末試験Final exam,76
0.2929,COT300XE（計算基盤 / Computing technologies 300）パターン認識／Pattern recognition,志水　信哉（Shinya SHIMIZU）,https://syllabus.hosei.ac.jp/web/preview.php?no_id=2513831&nendo=2025&gakubueng=AP&t_mode=pc&radd=,人間が行っている「識別」や「理解」という高度知的情報処理は、視覚や聴覚といった各種の外部刺激を脳で解析し行われている。コンピュータによってこれらの情報を処理する場合、解析対象となる各種情報を情報列「パターン」として扱うことになる。本講義では、各種パターンをどのように解析、処理することで、さまざまな対象の「識別」や「認識」が可能となるのかについて、その概要（理論・方法）を学ぶ。,様々な対象の「識別」や「認識」を目的として、パターンをどのように取得、解析し、処理していくかについての概要（理論、方法）を学び、実際に自分の興味のある識別・認識問題に対して、アプローチしていく基礎知識を身につける。,"【Outline (in English)】 (Course Outline) Computers recognize images or signals by handling information to be undestood as patterns. This course introduces theories and methods of pattern recognition such as image recognition to students taking this course. (Learning Objectives) The goals of this course is acquiring basic knowledge and skills for applying pattern recognition methods to practical tasks. (Learning activities outside of classroom) Before/after each class meeting, students will be expected to spend four hours to understand the course content. (Grading Criteri / Policy) Term-end report: 70%, in class cotribution: 30%.
【Default language used in class】 日本語 / Japanese",ガイダンス、パターン認識とは / デジタル画像 / 色彩情報 / 特徴の記述（１） / 特徴の記述（２） / パターン照合による認識 / ベイズ / 決定木 / アンサンブル学習 / サポートベクタマシン / ニューラルネットワーク（1） / ニューラルネットワーク（2） / ニューラルネットワーク（3） / ニューラルネットワーク（4）及び課題,54
